capacitance	pressure	temp	time
18.00103	34.37889264582296	1.368817278311326	1630192831.4162638
18.00099	34.3788255878755	1.3708391637119348	1630192835.5033057
18.00103	34.37889264582296	1.368817278311326	1630192841.195314
18.00108	34.37897646779237	1.3662893141663517	1630192845.297356
18.00109	34.37899323212429	1.3657836403508554	1630192849.387348
18.00111	34.37902676072616	1.3647722117348167	1630192853.453906
18.00112	34.37904352499612	1.3642664569415501	1630192857.522631
18.00096	34.37877529419805	1.3723552943047252	1630192861.579802
18.00108	34.37897646779237	1.3662893141663517	1630192865.6297305
18.00107	34.37895970343985	1.3667949609807692	1630192869.712692
18.00106	34.37894293906655	1.36730058080866	1630192873.7773206
18.00102	34.378875881367065	1.3693227901530918	1630192877.8269217
18.00108	34.37897646779237	1.3662893141663517	1630192881.868557
18.00098	34.37880882333704	1.3713445675712137	1630192885.9037724
18.00098	34.37880882333704	1.3713445675712137	1630192889.9557033
18.00096	34.37877529419805	1.3723552943047252	1630192893.9877875
18.00102	34.378875881367065	1.3693227901530918	1630192898.0388474
18.00104	34.37890941025816	1.3683117394684814	1630192902.0563085
18.00096	34.37877529419805	1.3723552943047252	1630192906.1663265
18.00108	34.37897646779237	1.3662893141663517	1630192910.1877594
18.00101	34.37885911689054	1.3698282750046928	1630192914.2363644
18.00103	34.37889264582296	1.368817278311326	1630192918.330861
18.00103	34.37889264582296	1.368817278311326	1630192922.353737
18.00097	34.37879205877786	1.3718499444439658	1630192926.4036915
18.00100	34.37884235239338	1.3703337328552152	1630192930.4626348
18.00097	34.37879205877786	1.3718499444439658	1630192934.5352893
18.00096	34.37877529419805	1.3723552943047252	1630192938.570423
18.00102	34.378875881367065	1.3693227901530918	1630192942.6353364
18.00103	34.37889264582296	1.368817278311326	1630192946.6726332
18.00096	34.37877529419805	1.3723552943047252	1630192950.7253385
18.00094	34.37874176497641	1.3733659130593878	1630192954.7737556
18.00092	34.37870823567221	1.3743764238242875	1630192958.8397665
18.00100	34.37884235239338	1.3703337328552152	1630192962.921114
18.00098	34.37880882333704	1.3713445675712137	1630192966.9854193
18.00097	34.37879205877786	1.3718499444439658	1630192971.0624046
18.00109	34.37899323212429	1.3657836403508554	1630192975.0926795
18.00096	34.37877529419805	1.3723552943047252	1630192979.1229029
18.00094	34.37874176497641	1.3733659130593878	1630192983.192891
18.00096	34.37877529419805	1.3723552943047252	1630192987.229797
18.00098	34.37880882333704	1.3713445675712137	1630192991.2489629
18.00090	34.378674706285295	1.3753868266030622	1630192995.3256245
18.00093	34.3787250003347	1.373871181938739	1630192999.413675
18.00095	34.378758529597576	1.372860617178958	1630193003.4931202
18.00094	34.37874176497641	1.3733659130593878	1630193007.5526335
18.00098	34.37880882333704	1.3713445675712137	1630193011.6019952
18.00090	34.378674706285295	1.3753868266030622	1630193015.6319163
18.00101	34.37885911689054	1.3698282750046928	1630193019.65886
18.00092	34.37870823567221	1.3743764238242875	1630193023.701859
18.00102	34.378875881367065	1.3693227901530918	1630193027.7796948
18.00100	34.37884235239338	1.3703337328552152	1630193031.9045537
18.00100	34.37884235239338	1.3703337328552152	1630193035.9707181
18.00100	34.37884235239338	1.3703337328552152	1630193040.012891
18.00096	34.37877529419805	1.3723552943047252	1630193044.0688472
18.00100	34.37884235239338	1.3703337328552152	1630193048.1477602
18.00102	34.378875881367065	1.3693227901530918	1630193052.2128575
18.00102	34.378875881367065	1.3693227901530918	1630193056.2642117
18.00096	34.37877529419805	1.3723552943047252	1630193063.2260342
18.00099	34.3788255878755	1.3708391637119348	1630193070.0431
18.00094	34.37874176497641	1.3733659130593878	1630193074.0937066
18.00098	34.37880882333704	1.3713445675712137	1630193078.1830285
18.00103	34.37889264582296	1.368817278311326	1630193082.2421744
18.00102	34.378875881367065	1.3693227901530918	1630193086.331662
18.00100	34.37884235239338	1.3703337328552152	1630193090.4173238
18.00103	34.37889264582296	1.368817278311326	1630193094.4965637
18.00109	34.37899323212429	1.3657836403508554	1630193098.5746505
18.00098	34.37880882333704	1.3713445675712137	1630193102.6178422
18.00097	34.37879205877786	1.3718499444439658	1630193106.73232
18.00111	34.37902676072616	1.3647722117348167	1630193110.83087
18.00107	34.37895970343985	1.3667949609807692	1630193114.8826432
18.00111	34.37902676072616	1.3647722117348167	1630193118.973276
18.00111	34.37902676072616	1.3647722117348167	1630193123.0860078
18.00098	34.37880882333704	1.3713445675712137	1630193127.1710067
18.00105	34.37892617467267	1.36780617363911	1630193131.2498868
18.00117	34.37912734603589	1.3617372780390724	1630193135.3052707
18.00111	34.37902676072616	1.3647722117348167	1630193139.376344
18.00112	34.37904352499612	1.3642664569415501	1630193143.429898
18.00102	34.378875881367065	1.3693227901530918	1630193147.5174773
18.00111	34.37902676072616	1.3647722117348167	1630193151.5937526
18.00118	34.37914411018184	1.3612313612757134	1630193155.6618538
18.00111	34.37902676072616	1.3647722117348167	1630193159.726055
18.00118	34.37914411018184	1.3612313612757134	1630193163.784758
18.00107	34.37895970343985	1.3667949609807692	1630193167.859823
18.00113	34.37906028924533	1.3637606751508429	1630193171.9269264
18.00114	34.379077053473964	1.3632548663626949	1630193176.0050437
18.00117	34.37912734603589	1.3617372780390724	1630193180.051581
18.00112	34.37904352499612	1.3642664569415501	1630193184.058684
18.00115	34.379093817681934	1.3627490305771062	1630193188.1032763
18.00112	34.37904352499612	1.3642664569415501	1630193192.135092
18.00117	34.37912734603589	1.3617372780390724	1630193196.1746242
18.00114	34.379077053473964	1.3632548663626949	1630193201.8684027
18.00117	34.37912734603589	1.3617372780390724	1630193205.9315338
18.00115	34.379093817681934	1.3627490305771062	1630193210.0508964
18.00116	34.37911058186924	1.3622431678086286	1630193214.1287925
18.00118	34.37914411018184	1.3612313612757134	1630193218.370662
18.00112	34.37904352499612	1.3642664569415501	1630193222.4408407
18.00124	34.37924469462399	1.3581952938329778	1630193226.4958282
18.00117	34.37912734603589	1.3617372780390724	1630193230.5899243
18.00126	34.379278222606104	1.3571830554028566	1630193234.6836712
18.00122	34.37921116655926	1.359207424287888	1630193238.7018104
18.00128	34.379311750505565	1.3561707090120763	1630193242.7574098
18.00124	34.37924469462399	1.3581952938329778	1630193246.7918282
18.00126	34.379278222606104	1.3571830554028566	1630193250.854698
18.00127	34.37929498656615	1.3566768957025488	1630193254.9498916
18.00130	34.379345278322404	1.355158254638809	1630193259.0636742
18.00128	34.379311750505565	1.3561707090120763	1630193263.11511
18.00125	34.379261458625336	1.3576891881202755	1630193267.1663234
18.00131	34.37936204219983	1.3546519869596523	1630193271.232647
18.00129	34.379328514424316	1.355664495320525	1630193275.2726386
18.00130	34.379345278322404	1.355158254638809	1630193279.309868
18.00133	34.379395569892694	1.3536393706417584	1630193283.350899
18.00135	34.379429097502964	1.3526266463450156	1630193287.43049
18.00132	34.379378806056565	1.3541456922976067	1630193291.4718764
18.00139	34.37949615247558	1.3506008738550008	1630193295.5408928
18.00137	34.379462625030556	1.3516138140876137	1630193299.5926692
18.00140	34.3795129161671	1.3500943632570852	1630193303.6431344
18.00137	34.379462625030556	1.3516138140876137	1630193307.6974616
18.00135	34.379429097502964	1.3526266463450156	1630193311.731887
18.00144	34.37957997072655	1.3480680509346712	1630193315.7577817
18.00141	34.37952967983796	1.3495878256617289	1630193319.8118825
18.00148	34.379647024955545	1.346041306751431	1630193323.8647523
18.00148	34.379647024955545	1.346041306751431	1630193327.943733
18.00150	34.37968055194614	1.3450277727170032	1630193331.9897556
18.00152	34.37971407885402	1.3440141307291924	1630193336.0872173
18.00147	34.3796302614293	1.3465480332888546	1630193340.1603105
18.00150	34.37968055194614	1.3450277727170032	1630193344.2153325
18.00154	34.379747605679285	1.3430003807661706	1630193348.2703202
18.00150	34.37968055194614	1.3450277727170032	1630193353.6758711
18.00152	34.37971407885402	1.3440141307291924	1630193357.7110486
18.00159	34.37983142238102	1.3404655335580173	1630193361.7677343
18.00154	34.379747605679285	1.3430003807661706	1630193365.8448958
18.00156	34.379781132421925	1.3419865228570416	1630193369.940355
18.00144	34.37957997072655	1.3480680509346712	1630193373.995527
18.00146	34.37961349788236	1.3470547328288376	1630193379.3845203
18.00138	34.379479388763485	1.3511073574627517	1630193384.2644422
18.00131	34.37936204219983	1.3546519869596523	1630193388.3383138
18.00127	34.37929498656615	1.3566768957025488	1630193392.4193556
18.00124	34.37924469462399	1.3581952938329778	1630193396.511563
18.00103	34.37889264582296	1.368817278311326	1630193400.5685968
18.00103	34.37889264582296	1.368817278311326	1630193404.607444
18.00092	34.37870823567221	1.3743764238242875	1630193408.6897917
18.00081	34.37852382302174	1.3799323027633363	1630193412.7852707
18.00076	34.37843999826325	1.3824566223920556	1630193416.8518553
18.00074	34.378406468215275	1.383466161249089	1630193420.8974698
18.00062	34.3782052861919	1.3895211265444232	1630193424.9652712
18.00060	34.37817175556543	1.3905299094367365	1630193429.0354297
18.00065	34.378255581976646	1.3880077497051388	1630193433.0714574
18.00058	34.378138224856286	1.391538584332011	1630193437.1046708
18.00051	34.3780208667236	1.3950680959533202	1630193441.1826444
18.00049	34.37798733564256	1.3960762848473678	1630193445.2208643
18.00035	34.37775261576158	1.4031305829084886	1630193449.2761924
18.00035	34.37775261576158	1.4031305829084886	1630193453.3326516
18.00035	34.37775261576158	1.4031305829084886	1630193457.3826327
18.00036	34.37776938160161	1.402626879986201	1630193461.4208426
18.00025	34.377584956224354	1.4081661269701726	1630193465.5092757
18.00031	34.377685552194606	1.4051451245613862	1630193469.5763094
18.00020	34.37750112568088	1.4106828863805276	1630193473.6373134
18.00029	34.37765202028717	1.4061522333831817	1630193477.6737213
18.00022	34.37753465796027	1.4096762636290805	1630193481.7252326
18.00020	34.37750112568088	1.4106828863805276	1630193485.770582
18.00016	34.377434060874265	1.4126958078413736	1630193489.8236766
18.00015	34.377417294620926	1.4131989706947934	1630193493.9126482
18.00018	34.37746759331887	1.411689401120384	1630193497.984718
18.00016	34.377434060874265	1.4126958078413736	1630193502.0618389
18.00022	34.37753465796027	1.4096762636290805	1630193506.105275
18.00015	34.377417294620926	1.4131989706947934	1630193510.0998344
18.00014	34.37740052834695	1.4137021065434965	1630193514.1508899
18.00014	34.37740052834695	1.4137021065434965	1630193518.234737
18.00016	34.377434060874265	1.4126958078413736	1630193522.317422
18.00008	34.377299930269174	1.4167203545475786	1630193526.327271
18.00014	34.37740052834695	1.4137021065434965	1630193530.4906068
18.00011	34.37735022940103	1.4152113520685816	1630193534.5784595
18.00013	34.37738376205229	1.4142052153911209	1630193538.6352692
18.00007	34.377283163850535	1.417223301363265	1630193542.8047547
18.00015	34.377417294620926	1.4131989706947934	1630193546.878729
18.00012	34.37736699573702	1.4147082972340286	1630193550.9647145
18.00012	34.37736699573702	1.4147082972340286	1630193555.067626
18.00025	34.377584956224354	1.4081661269701726	1630193559.2377536
18.00018	34.37746759331887	1.411689401120384	1630193563.3226385
18.00020	34.37750112568088	1.4106828863805276	1630193567.520928
18.00017	34.37745082710691	1.4121926179795992	1630193571.677122
18.00022	34.37753465796027	1.4096762636290805	1630193575.7989209
18.00029	34.37765202028717	1.4061522333831817	1630193579.8366554
18.00035	34.37775261576158	1.4031305829084886	1630193584.0037172
18.00027	34.37761848829706	1.4071592341824726	1630193588.0461519
18.00024	34.37756819015698	1.4086695328624046	1630193592.145493
18.00040	34.37783644475533	1.4006117982789874	1630193596.2940674
18.00033	34.37771908401942	1.4041379077425518	1630193600.3831813
18.00029	34.37765202028717	1.4061522333831817	1630193604.5605621
18.00036	34.37776938160161	1.402626879986201	1630193608.6077995
18.00048	34.37797057007114	1.3965803387800406	1630193612.6363497
18.00025	34.377584956224354	1.4081661269701726	1630193616.6734393
18.00039	34.37781967899792	1.4011156092092278	1630193620.804678
18.00040	34.37783644475533	1.4006117982789874	1630193624.8308027
18.00049	34.37798733564256	1.3960762848473678	1630193628.8808591
18.00050	34.378004101193454	1.3955722038954264	1630193632.9052818
18.00046	34.377937038866094	1.397588365663978	1630193636.9452767
18.00043	34.37788674190375	1.399100203478156	1630193640.9821045
18.00050	34.378004101193454	1.3955722038954264	1630193645.0000331
18.00058	34.378138224856286	1.391538584332011	1630193649.0753403
18.00057	34.37812145947075	1.3920428812743921	1630193653.1363213
18.00061	34.37818852088898	1.3900255314911192	1630193657.3098817
18.00066	34.37827234719691	1.387503236765042	1630193661.4465737
18.00061	34.37818852088898	1.3900255314911192	1630193665.5873442
18.00066	34.37827234719691	1.387503236765042	1630193669.7236795
18.00077	34.378456763256224	1.3819518124582828	1630193673.8353407
18.00074	34.378406468215275	1.383466161249089	1630193677.8945453
18.00070	34.37833940787135	1.3854849149975053	1630193682.0660667
18.00077	34.378456763256224	1.3819518124582828	1630193686.0937467
18.00083	34.37855735278043	1.3789223859348567	1630193690.1163256
18.00081	34.37852382302174	1.3799323027633363	1630193694.180005
18.00081	34.37852382302174	1.3799323027633363	1630193698.2389174
18.00089	34.378657941560846	1.3758919874962885	1630193702.3738263
18.00089	34.378657941560846	1.3758919874962885	1630193706.4363625
18.00083	34.37855735278043	1.3789223859348567	1630193710.452644
18.00092	34.37870823567221	1.3743764238242875	1630193714.4937253
18.00098	34.37880882333704	1.3713445675712137	1630193718.5243855
18.00096	34.37877529419805	1.3723552943047252	1630193722.5647576
18.00091	34.37869147098908	1.3748816387087572	1630193726.5732613
18.00107	34.37895970343985	1.3667949609807692	1630193730.5787957
18.00100	34.37884235239338	1.3703337328552152	1630193734.6436899
18.00107	34.37895970343985	1.3667949609807692	1630193738.707756
18.00105	34.37892617467267	1.36780617363911	1630193742.7426865
18.00100	34.37884235239338	1.3703337328552152	1630193746.7499082
18.00098	34.37880882333704	1.3713445675712137	1630193750.7818687
18.00113	34.37906028924533	1.3637606751508429	1630193754.8046715
18.00103	34.37889264582296	1.368817278311326	1630193758.882633
18.00113	34.37906028924533	1.3637606751508429	1630193762.9247427
18.00111	34.37902676072616	1.3647722117348167	1630193766.9474478
18.00113	34.37906028924533	1.3637606751508429	1630193771.0001116
18.00116	34.37911058186924	1.3622431678086286	1630193775.0608895
18.00117	34.37912734603589	1.3617372780390724	1630193779.1136925
18.00120	34.379177638411875	1.3602194467675872	1630193783.1338444
18.00122	34.37921116655926	1.359207424287888	1630193787.183722
18.00122	34.37921116655926	1.359207424287888	1630193791.1888561
18.00120	34.379177638411875	1.3602194467675872	1630193795.2318451
18.00124	34.37924469462399	1.3581952938329778	1630193799.3177812
18.00130	34.379345278322404	1.355158254638809	1630193803.338822
18.00132	34.379378806056565	1.3541456922976067	1630193807.3763094
18.00133	34.379395569892694	1.3536393706417584	1630193811.3777862
18.00134	34.37941233370819	1.3531330219884694	1630193815.3837159
18.00138	34.379479388763485	1.3511073574627517	1630193819.4172602
18.00138	34.379479388763485	1.3511073574627517	1630193823.4252708
18.00141	34.37952967983796	1.3495878256617289	1630193827.4174154
18.00142	34.37954644348821	1.3490812610762077	1630193831.4305987
18.00142	34.37954644348821	1.3490812610762077	1630193835.463123
18.00144	34.37957997072655	1.3480680509346712	1630193839.470536
18.00145	34.37959673431487	1.3475614053750178	1630193843.5092037
18.00146	34.37961349788236	1.3470547328288376	1630193847.5436723
18.00147	34.3796302614293	1.3465480332888546	1630193851.6050832
18.00149	34.379663788461215	1.3455345532311185	1630193855.6676538
18.00153	34.379730842276985	1.3435072692445829	1630193862.22703
18.00157	34.37979789576232	1.341479553415411	1630193869.111987
18.00156	34.379781132421925	1.3419865228570416	1630193873.1410556
18.00158	34.379814659081944	1.3409725569799775	1630193877.1274471
18.00159	34.37983142238102	1.3404655335580173	1630193881.1073146
18.00161	34.37986494891712	1.3394514057399647	1630193885.1263626
18.00162	34.37988171215417	1.3389443013475102	1630193889.1652718
18.00164	34.379915238566326	1.3379300115993829	1630193893.1906304
18.00164	34.379915238566326	1.3379300115993829	1630193898.1020966
18.00165	34.379932001741395	1.337422826240072	1630193904.945533
18.00168	34.37998229114274	1.3359011082357028	1630193908.9517803
18.00168	34.37998229114274	1.3359011082357028	1630193912.9452844
18.00170	34.38001581730697	1.3348864946237882	1630193916.9773214
18.00171	34.38003258035812	1.3343791473271267	1630193920.9636931
18.00172	34.380049343388634	1.3338717730548524	1630193924.97086
18.00173	34.38006610639846	1.3333643717851373	1630193928.9553277
18.00174	34.38008286938768	1.3328569435288955	1630193932.9425006
18.00174	34.38008286938768	1.3328569435288955	1630193936.9308476
18.00176	34.3801163953041	1.3318420060568315	1630193940.9316053
18.00178	34.380149921137814	1.3308269606350223	1630193944.9663076
18.00179	34.38016668402372	1.3303193974352325	1630193948.9800742
18.00181	34.38020020973357	1.3293041900906246	1630193952.9799354
18.00180	34.38018344688899	1.329811807256192	1630193956.979844
18.00181	34.38020020973357	1.3293041900906246	1630193960.9746804
18.00140	34.3795129161671	1.3500943632570852	1630193964.9947886
18.00098	34.37880882333704	1.3713445675712137	1630193968.9808695
18.00099	34.3788255878755	1.3708391637119348	1630193973.0060775
18.00100	34.37884235239338	1.3703337328552152	1630193977.0264158
18.00100	34.37884235239338	1.3703337328552152	1630193981.0426488
18.00099	34.3788255878755	1.3708391637119348	1630193985.0378118
18.00099	34.3788255878755	1.3708391637119348	1630193989.0608501
18.00100	34.37884235239338	1.3703337328552152	1630193993.0546975
18.00102	34.378875881367065	1.3693227901530918	1630193997.042636
18.00103	34.37889264582296	1.368817278311326	1630194001.0288475
18.00107	34.37895970343985	1.3667949609807692	1630194005.0236723
18.00105	34.37892617467267	1.36780617363911	1630194009.008863
18.00107	34.37895970343985	1.3667949609807692	1630194013.0097961
18.00110	34.37900999643557	1.3652779395415564	1630194016.9998863
18.00110	34.37900999643557	1.3652779395415564	1630194020.995342
18.00111	34.37902676072616	1.3647722117348167	1630194025.0153413
18.00111	34.37902676072616	1.3647722117348167	1630194029.0189202
18.00113	34.37906028924533	1.3637606751508429	1630194033.0236862
18.00115	34.379093817681934	1.3627490305771062	1630194037.015271
18.00115	34.379093817681934	1.3627490305771062	1630194041.021825
18.00115	34.379093817681934	1.3627490305771062	1630194045.0052724
18.00115	34.379093817681934	1.3627490305771062	1630194048.9957535
18.00117	34.37912734603589	1.3617372780390724	1630194052.9952722
18.00118	34.37914411018184	1.3612313612757134	1630194056.989838
18.00120	34.379177638411875	1.3602194467675872	1630194060.9637148
18.00121	34.3791944024959	1.359713449026458	1630194064.957757
18.00120	34.379177638411875	1.3602194467675872	1630194068.9798443
18.00122	34.37921116655926	1.359207424287888	1630194072.9718158
18.00125	34.379261458625336	1.3576891881202755	1630194076.9798877
18.00124	34.37924469462399	1.3581952938329778	1630194081.006132
18.00126	34.379278222606104	1.3571830554028566	1630194085.0126438
18.00127	34.37929498656615	1.3566768957025488	1630194089.0009377
18.00129	34.379328514424316	1.355664495320525	1630194093.006357
18.00130	34.379345278322404	1.355158254638809	1630194096.999839
18.00131	34.37936204219983	1.3546519869596523	1630194100.982176
18.00131	34.37936204219983	1.3546519869596523	1630194104.9708939
18.00132	34.379378806056565	1.3541456922976067	1630194108.9677753
18.00135	34.379429097502964	1.3526266463450156	1630194112.9650445
18.00134	34.37941233370819	1.3531330219884694	1630194116.9973178
18.00134	34.37941233370819	1.3531330219884694	1630194121.0563216
18.00135	34.379429097502964	1.3526266463450156	1630194125.1018386
18.00137	34.379462625030556	1.3516138140876137	1630194129.104747
18.00142	34.37954644348821	1.3490812610762077	1630194133.102365
18.00139	34.37949615247558	1.3506008738550008	1630194137.1087506
18.00138	34.379479388763485	1.3511073574627517	1630194141.094787
18.00140	34.3795129161671	1.3500943632570852	1630194145.0913427
18.00141	34.37952967983796	1.3495878256617289	1630194149.0786269
18.00139	34.37949615247558	1.3506008738550008	1630194153.1116784
18.00142	34.37954644348821	1.3490812610762077	1630194157.1253245
18.00143	34.37956320711774	1.3485746695005218	1630194161.1276636
18.00144	34.37957997072655	1.3480680509346712	1630194165.168811
18.00146	34.37961349788236	1.3470547328288376	1630194169.1677554
18.00145	34.37959673431487	1.3475614053750178	1630194173.163373
18.00145	34.37959673431487	1.3475614053750178	1630194177.1877713
18.00146	34.37961349788236	1.3470547328288376	1630194181.207757
18.00147	34.3796302614293	1.3465480332888546	1630194185.2399096
18.00149	34.379663788461215	1.3455345532311185	1630194189.2480948
